"","x"
"10045","MMP2"
"10046","MMP20"
"10047","MMP21"
"10048","MMP23B"
"10049","MMP24"
"10050","MMP25"
"10051","MMP26"
"10052","MMP27"
"10053","MMP28"
"10054","MMP3"
"10055","MMP7"
"10056","MMP8"
"10057","MMP9"
"10058","MMRN1"
"10059","MMRN2"
"10060","MMS19"
"10061","MMS22L"
"10062","MMUT"
"10063","MN1"
"10064","MNAT1"
"10065","MND1"
"10066","MNDA"
"10067","MNS1"
"10068","MNT"
"10069","MNX1"
"10070","MOAP1"
"10071","MOB1A"
"10072","MOB1B"
"10073","MOB2"
"10074","MOB3A"
"10075","MOB3B"
"10076","MOB3C"
"10077","MOB4"
"10078","MOBP"
"10079","MOCOS"
"10080","MOCS1"
"10081","MOCS2"
"10082","MOCS3"
"10083","MOG"
"10084","MOGAT1"
"10085","MOGAT2"
"10086","MOGAT3"
"10087","MOGS"
"10088","MOK"
"10089","MON1A"
"10090","MON1B"
"10091","MON2"
"10092","MORC1"
"10093","MORC2"
"10094","MORC3"
"10095","MORC4"
"10096","MORF4"
"10097","MORF4L1"
"10098","MORF4L2"
"10099","MORN1"
"10100","MORN2"
"10101","MORN3"
"10102","MORN4"
"10103","MORN5"
"10104","MOS"
"10105","MOSPD1"
"10106","MOSPD2"
"10107","MOSPD3"
"10108","MOV10"
"10109","MOV10L1"
"10110","MOXD1"
"10111","MPC1"
"10112","MPC2"
"10113","MPDU1"
"10114","MPDZ"
"10115","MPEG1"
"10116","MPG"
"10117","MPHOSPH10"
"10118","MPHOSPH6"
"10119","MPHOSPH8"
"10120","MPHOSPH9"
"10121","MPI"
"10122","MPIG6B"
"10123","MPL"
"10124","MPLKIP"
"10125","MPND"
"10126","MPO"
"10127","MPP1"
"10128","MPP2"
"10129","MPP3"
"10130","MPP4"
"10131","MPP5"
"10132","MPP6"
"10133","MPP7"
"10134","MPPE1"
"10135","MPPED1"
"10136","MPPED2"
"10137","MPRIP"
"10138","MPST"
"10139","MPV17"
"10140","MPV17L"
"10141","MPV17L2"
"10142","MPZ"
"10143","MPZL1"
"10144","MPZL2"
"10145","MPZL3"
"10146","MR1"
"10147","MRAP"
"10148","MRAP2"
"10149","MRAS"
"10150","MRC1"
"10151","MRC2"
"10152","MRE11"
"10153","MREG"
"10154","MRFAP1"
"10155","MRFAP1L1"
"10156","MRGBP"
"10157","MRGPRD"
"10158","MRGPRE"
"10159","MRGPRF"
"10160","MRGPRG"
"10161","MRGPRX1"
"10162","MRGPRX2"
"10163","MRGPRX3"
"10164","MRGPRX4"
"10165","MRI1"
"10166","MRM1"
"10167","MRM2"
"10168","MRM3"
"10169","MRNIP"
"10170","MRO"
"10171","MROH1"
"10172","MROH2A"
"10173","MROH2B"
"10174","MROH5"
"10175","MROH6"
"10176","MROH7"
"10177","MROH8"
"10178","MROH9"
"10179","MRPL1"
"10180","MRPL10"
"10181","MRPL11"
"10182","MRPL13"
"10183","MRPL14"
"10184","MRPL15"
"10185","MRPL16"
"10186","MRPL17"
"10187","MRPL18"
"10188","MRPL19"
"10189","MRPL2"
"10190","MRPL20"
"10191","MRPL21"
"10192","MRPL22"
"10193","MRPL23"
"10194","MRPL24"
"10195","MRPL27"
"10196","MRPL28"
"10197","MRPL3"
"10198","MRPL30"
"10199","MRPL32"
"10200","MRPL33"
"10201","MRPL34"
"10202","MRPL35"
"10203","MRPL36"
"10204","MRPL37"
"10205","MRPL38"
"10206","MRPL39"
"10207","MRPL4"
"10208","MRPL40"
"10209","MRPL41"
"10210","MRPL42"
"10211","MRPL43"
"10212","MRPL44"
"10213","MRPL45"
"10214","MRPL46"
"10215","MRPL47"
"10216","MRPL48"
"10217","MRPL49"
"10218","MRPL50"
"10219","MRPL51"
"10220","MRPL52"
"10221","MRPL53"
"10222","MRPL54"
"10223","MRPL55"
"10224","MRPL57"
"10225","MRPL58"
"10226","MRPL9"
"10227","MRPS10"
"10228","MRPS11"
"10229","MRPS12"
"10230","MRPS14"
"10231","MRPS15"
"10232","MRPS16"
"10233","MRPS17"
"10234","MRPS17P9"
"10235","MRPS18A"
"10236","MRPS18B"
"10237","MRPS18C"
"10238","MRPS2"
"10239","MRPS21"
"10240","MRPS22"
"10241","MRPS23"
"10242","MRPS24"
"10243","MRPS25"
"10244","MRPS26"
"10245","MRPS27"
"10246","MRPS28"
"10247","MRPS30"
"10248","MRPS31"
"10249","MRPS33"
"10250","MRPS34"
"10251","MRPS35"
"10252","MRPS36"
"10253","MRPS5"
"10254","MRPS6"
"10255","MRPS7"
"10256","MRPS9"
"10257","MRRF"
"10258","MRRFP1"
"10259","MRS2"
"10260","MRTFA"
"10261","MRTFB"
"10262","MRTO4"
"10263","MS4A1"
"10264","MS4A10"
"10265","MS4A12"
"10266","MS4A13"
"10267","MS4A14"
"10268","MS4A15"
"10269","MS4A2"
"10270","MS4A3"
"10271","MS4A4A"
"10272","MS4A5"
"10273","MS4A6A"
"10274","MS4A6E"
"10275","MS4A7"
"10276","MS4A8"
"10277","MSANTD1"
"10278","MSANTD2"
"10279","MSANTD3"
"10280","MSANTD3-TMEFF1"
"10281","MSANTD4"
"10282","MSC"
"10283","MSGN1"
"10284","MSH2"
"10285","MSH3"
"10286","MSH4"
"10287","MSH5"
"10288","MSH6"
"10289","MSI1"
"10290","MSI2"
"10291","MSL1"
"10292","MSL2"
"10293","MSL3"
"10294","MSLN"
"10295","MSLNL"
"10296","MSMB"
"10297","MSMO1"
"10298","MSMP"
"10299","MSN"
"10300","MSR1"
"10301","MSRA"
"10302","MSRB1"
"10303","MSRB2"
"10304","MSRB3"
"10305","MSS51"
"10306","MST1"
"10307","MST1R"
"10308","MSTN"
"10309","MSTO1"
"10310","MSX1"
"10311","MSX2"
"10312","MT1A"
"10313","MT1B"
"10314","MT1E"
"10315","MT1F"
"10316","MT1G"
"10317","MT1H"
"10318","MT1M"
"10319","MT1X"
"10320","MT2A"
"10321","MT3"
"10322","MT4"
"10323","MTA1"
"10324","MTA2"
"10325","MTA3"
"10326","MTAP"
"10327","MTARC1"
"10328","MTARC2"
"10329","MTBP"
"10330","MTCH1"
"10331","MTCH2"
"10332","MTCL1"
"10333","MTCP1"
"10334","MTDH"
"10335","MTERF1"
"10336","MTERF2"
"10337","MTERF3"
"10338","MTERF4"
"10339","MTF1"
"10340","MTF2"
"10341","MTFMT"
"10342","MTFP1"
"10343","MTFR1"
"10344","MTFR1L"
"10345","MTFR2"
"10346","MTG1"
"10347","MTG2"
"10348","MTHFD1"
"10349","MTHFD1L"
"10350","MTHFD2"
"10351","MTHFD2L"
"10352","MTHFR"
"10353","MTHFS"
"10354","MTHFSD"
"10355","MTIF2"
"10356","MTIF3"
"10357","MTM1"
"10358","MTMR1"
"10359","MTMR10"
"10360","MTMR11"
"10361","MTMR12"
"10362","MTMR14"
"10363","MTMR2"
"10364","MTMR3"
"10365","MTMR4"
"10366","MTMR6"
"10367","MTMR7"
"10368","MTMR8"
"10369","MTMR9"
"10370","MTNR1A"
"10371","MTNR1B"
"10372","MTO1"
"10373","MTOR"
"10374","MTPAP"
"10375","MTPN"
"10376","MTR"
"10377","MTRES1"
"10378","MTREX"
"10379","MTRF1"
"10380","MTRF1L"
"10381","MTRR"
"10382","MTSS1"
"10383","MTSS2"
"10384","MTTP"
"10385","MTURN"
"10386","MTUS1"
"10387","MTUS2"
"10388","MTX1"
"10389","MTX2"
"10390","MTX3"
"10391","MUC1"
"10392","MUC13"
"10393","MUC15"
"10394","MUC16"
"10395","MUC17"
"10396","MUC19"
"10397","MUC2"
"10398","MUC20"
"10399","MUC21"
"10400","MUC3A"
"10401","MUC4"
"10402","MUC5AC"
"10403","MUC5B"
"10404","MUC6"
"10405","MUC7"
"10406","MUCL1"
"10407","MUCL3"
"10408","MUL1"
"10409","MUS81"
"10410","MUSK"
"10411","MUTYH"
"10412","MVB12A"
"10413","MVB12B"
"10414","MVD"
"10415","MVK"
"10416","MVP"
"10417","MX1"
"10418","MX2"
"10419","MXD1"
"10420","MXD3"
"10421","MXD4"
"10422","MXI1"
"10423","MXRA5"
"10424","MXRA7"
"10425","MXRA8"
"10426","MYADM"
"10427","MYADML2"
"10428","MYB"
"10429","MYBBP1A"
"10430","MYBL1"
"10431","MYBL2"
"10432","MYBPC1"
"10433","MYBPC2"
"10434","MYBPC3"
"10435","MYBPH"
"10436","MYBPHL"
"10437","MYC"
"10438","MYCBP"
"10439","MYCBP2"
"10440","MYCBPAP"
"10441","MYCL"
"10442","MYCLP1"
"10443","MYCN"
"10444","MYCT1"
"10445","MYD88"
"10446","MYDGF"
"10447","MYEF2"
"10448","MYEOV"
"10449","MYF5"
"10450","MYF6"
"10451","MYG1"
"10452","MYH1"
"10453","MYH10"
"10454","MYH11"
"10455","MYH13"
"10456","MYH14"
"10457","MYH15"
"10458","MYH2"
"10459","MYH3"
"10460","MYH4"
"10461","MYH6"
"10462","MYH7"
"10463","MYH7B"
"10464","MYH8"
"10465","MYH9"
"10466","MYL1"
"10467","MYL10"
"10468","MYL12A"
"10469","MYL12B"
"10470","MYL2"
"10471","MYL3"
"10472","MYL4"
"10473","MYL5"
"10474","MYL6"
"10475","MYL6B"
"10476","MYL7"
"10477","MYL9"
"10478","MYLIP"
"10479","MYLK"
"10480","MYLK2"
"10481","MYLK3"
"10482","MYLK4"
"10483","MYLPF"
"10484","MYMK"
"10485","MYNN"
"10486","MYO10"
"10487","MYO15A"
"10488","MYO16"
"10489","MYO18A"
"10490","MYO18B"
"10491","MYO19"
"10492","MYO1A"
"10493","MYO1B"
"10494","MYO1C"
"10495","MYO1D"
"10496","MYO1E"
"10497","MYO1F"
"10498","MYO1G"
"10499","MYO1H"
"10500","MYO3A"
"10501","MYO3B"
"10502","MYO5A"
"10503","MYO5B"
"10504","MYO5C"
"10505","MYO6"
"10506","MYO7A"
"10507","MYO7B"
"10508","MYO9A"
"10509","MYO9B"
"10510","MYOC"
"10511","MYOCD"
"10512","MYOD1"
"10513","MYOF"
"10514","MYOG"
"10515","MYOM1"
"10516","MYOM2"
"10517","MYOM3"
"10518","MYORG"
"10519","MYOT"
"10520","MYOZ1"
"10521","MYOZ2"
"10522","MYOZ3"
"10523","MYPN"
"10524","MYPOP"
"10525","MYRF"
"10526","MYRIP"
"10527","MYSM1"
"10528","MYT1"
"10529","MYT1L"
"10530","MYZAP"
"10531","MZB1"
"10532","MZF1"
"10533","MZT1"
"10534","MZT2A"
"10535","MZT2B"
"10536","N4BP1"
"10537","N4BP2"
"10538","N4BP2L1"
"10539","N4BP2L2"
"10540","N4BP3"
"10541","N6AMT1"
"10542","NAA10"
"10543","NAA11"
"10544","NAA15"
"10545","NAA16"
"10546","NAA20"
"10547","NAA25"
"10548","NAA30"
"10549","NAA35"
"10550","NAA38"
"10551","NAA40"
"10552","NAA50"
"10553","NAA60"
"10554","NAA80"
"10555","NAAA"
"10556","NAALAD2"
"10557","NAALADL1"
"10558","NAALADL2"
"10559","NAB1"
"10560","NAB2"
"10561","NABP1"
"10562","NABP2"
"10563","NACA"
"10564","NACA2"
"10565","NACAD"
"10566","NACC1"
"10567","NACC2"
"10568","NADK"
"10569","NADK2"
"10570","NADSYN1"
"10571","NAE1"
"10572","NAF1"
"10573","NAGA"
"10574","NAGK"
"10575","NAGLU"
"10576","NAGPA"
"10577","NAGS"
"10578","NAIF1"
"10579","NAIP"
"10580","NAIPP4"
"10581","NALCN"
"10582","NAMPT"
"10583","NAMPTP1"
"10584","NANOG"
"10585","NANOS1"
"10586","NANOS2"
"10587","NANOS3"
"10588","NANP"
"10589","NANS"
"10590","NAP1L1"
"10591","NAP1L2"
"10592","NAP1L3"
"10593","NAP1L4"
"10594","NAP1L5"
"10595","NAPA"
"10596","NAPB"
"10597","NAPEPLD"
"10598","NAPG"
"10599","NAPRT"
"10600","NAPSA"
"10601","NARF"
"10602","NARS1"
"10603","NARS2"
"10604","NASP"
"10605","NAT1"
"10606","NAT10"
"10607","NAT14"
"10608","NAT16"
"10609","NAT2"
"10610","NAT8"
"10611","NAT8L"
"10612","NAT9"
"10613","NATD1"
"10614","NAV1"
"10615","NAV2"
"10616","NAV3"
"10617","NAXD"
"10618","NAXE"
"10619","NBAS"
"10620","NBEA"
"10621","NBEAL1"
"10622","NBEAL2"
"10623","NBEAP2"
"10624","NBL1"
"10625","NBN"
"10626","NBPF1"
"10627","NBPF10"
"10628","NBPF11"
"10629","NBPF14"
"10630","NBPF15"
"10631","NBPF20"
"10632","NBPF25P"
"10633","NBPF26"
"10634","NBPF3"
"10635","NBPF4"
"10636","NBPF6"
"10637","NBPF7"
"10638","NBPF9"
"10639","NBR1"
"10640","NBR2"
"10641","NCALD"
"10642","NCAM1"
"10643","NCAM2"
"10644","NCAN"
"10645","NCAPD2"
"10646","NCAPD3"
"10647","NCAPG"
"10648","NCAPG2"
"10649","NCAPH"
"10650","NCAPH2"
"10651","NCBP1"
"10652","NCBP2"
"10653","NCBP2L"
"10654","NCBP3"
"10655","NCCRP1"
"10656","NCDN"
"10657","NCEH1"
"10658","NCF1"
"10659","NCF1C"
"10660","NCF2"
"10661","NCF4"
"10662","NCK1"
"10663","NCK2"
"10664","NCKAP1"
"10665","NCKAP1L"
"10666","NCKAP5"
"10667","NCKAP5L"
"10668","NCKIPSD"
"10669","NCL"
"10670","NCLN"
"10671","NCMAP"
"10672","NCOA1"
"10673","NCOA2"
"10674","NCOA3"
"10675","NCOA4"
"10676","NCOA5"
"10677","NCOA6"
"10678","NCOA7"
"10679","NCOR1"
"10680","NCOR2"
"10681","NCR1"
"10682","NCR2"
"10683","NCR3"
"10684","NCS1"
"10685","NCSTN"
"10686","NDC1"
"10687","NDC80"
"10688","NDE1"
"10689","NDEL1"
"10690","NDFIP1"
"10691","NDFIP2"
"10692","NDN"
"10693","NDNF"
"10694","NDOR1"
"10695","NDP"
"10696","NDRG1"
"10697","NDRG2"
"10698","NDRG3"
"10699","NDRG4"
"10700","NDST1"
"10701","NDST2"
"10702","NDST3"
"10703","NDST4"
"10704","NDUFA1"
"10705","NDUFA10"
"10706","NDUFA11"
"10707","NDUFA12"
"10708","NDUFA13"
"10709","NDUFA2"
"10710","NDUFA3"
"10711","NDUFA4"
"10712","NDUFA4L2"
"10713","NDUFA5"
"10714","NDUFA6"
"10715","NDUFA7"
"10716","NDUFA8"
"10717","NDUFA9"
"10718","NDUFAB1"
"10719","NDUFAF1"
"10720","NDUFAF2"
"10721","NDUFAF3"
"10722","NDUFAF4"
"10723","NDUFAF5"
"10724","NDUFAF6"
"10725","NDUFAF7"
"10726","NDUFB1"
"10727","NDUFB10"
"10728","NDUFB11"
"10729","NDUFB2"
"10730","NDUFB3"
"10731","NDUFB4"
"10732","NDUFB5"
"10733","NDUFB6"
"10734","NDUFB7"
"10735","NDUFB8"
"10736","NDUFB9"
"10737","NDUFC1"
"10738","NDUFC2"
"10739","NDUFS1"
"10740","NDUFS2"
"10741","NDUFS3"
"10742","NDUFS4"
"10743","NDUFS5"
"10744","NDUFS6"
"10745","NDUFS7"
"10746","NDUFS8"
"10747","NDUFV1"
"10748","NDUFV2"
"10749","NDUFV3"
"10750","NEB"
"10751","NEBL"
"10752","NECAB1"
"10753","NECAB2"
"10754","NECAB3"
"10755","NECAP1"
"10756","NECAP2"
"10757","NECTIN1"
"10758","NECTIN2"
"10759","NECTIN3"
"10760","NECTIN4"
"10761","NEDD1"
"10762","NEDD4"
"10763","NEDD4L"
"10764","NEDD8"
"10765","NEDD9"
"10766","NEFH"
"10767","NEFL"
"10768","NEFM"
"10769","NEGR1"
"10770","NEIL1"
"10771","NEIL2"
"10772","NEIL3"
"10773","NEK1"
"10774","NEK10"
"10775","NEK11"
"10776","NEK2"
"10777","NEK3"
"10778","NEK4"
"10779","NEK5"
"10780","NEK6"
"10781","NEK7"
"10782","NEK8"
"10783","NEK9"
"10784","NELFA"
"10785","NELFB"
"10786","NELFCD"
"10787","NELFE"
"10788","NELL1"
"10789","NELL2"
"10790","NEMF"
"10791","NEMP1"
"10792","NEMP2"
"10793","NENF"
"10794","NEO1"
"10795","NEPRO"
"10796","NES"
"10797","NET1"
"10798","NETO1"
"10799","NETO2"
"10800","NEU1"
"10801","NEU2"
"10802","NEU3"
"10803","NEU4"
"10804","NEURL1"
"10805","NEURL1B"
"10806","NEURL2"
"10807","NEURL3"
"10808","NEURL4"
"10809","NEUROD1"
"10810","NEUROD2"
"10811","NEUROD4"
"10812","NEUROD6"
"10813","NEUROG1"
"10814","NEUROG2"
"10815","NEUROG3"
"10816","NEXMIF"
"10817","NEXN"
"10818","NF1"
"10819","NF2"
"10820","NFAM1"
"10821","NFASC"
"10822","NFAT5"
"10823","NFATC1"
"10824","NFATC2"
"10825","NFATC2IP"
"10826","NFATC3"
"10827","NFATC4"
"10828","NFE2"
"10829","NFE2L1"
"10830","NFE2L2"
"10831","NFE2L3"
"10832","NFIA"
"10833","NFIB"
"10834","NFIC"
"10835","NFIL3"
"10836","NFIX"
"10837","NFKB1"
"10838","NFKB2"
"10839","NFKBIA"
"10840","NFKBIB"
"10841","NFKBID"
"10842","NFKBIE"
"10843","NFKBIL1"
"10844","NFKBIZ"
"10845","NFRKB"
"10846","NFS1"
"10847","NFU1"
"10848","NFX1"
"10849","NFXL1"
"10850","NFYA"
"10851","NFYB"
"10852","NFYC"
"10853","NGB"
"10854","NGDN"
"10855","NGEF"
"10856","NGF"
"10857","NGFR"
"10858","NGLY1"
"10859","NGRN"
"10860","NHEJ1"
"10861","NHLH1"
"10862","NHLH2"
"10863","NHLRC1"
"10864","NHLRC2"
"10865","NHLRC3"
"10866","NHLRC4"
"10867","NHP2"
"10868","NHS"
"10869","NHSL1"
"10870","NHSL2"
"10871","NIBAN1"
"10872","NIBAN2"
"10873","NIBAN3"
"10874","NICN1"
"10875","NID1"
"10876","NID2"
"10877","NIF3L1"
"10878","NIFK"
"10879","NIM1K"
"10880","NIN"
"10881","NINJ1"
"10882","NINJ2"
"10883","NINL"
"10884","NIP7"
"10885","NIPA1"
"10886","NIPA2"
"10887","NIPAL1"
"10888","NIPAL2"
"10889","NIPAL3"
"10890","NIPAL4"
"10891","NIPBL"
"10892","NIPSNAP1"
"10893","NIPSNAP2"
"10894","NIPSNAP3A"
"10895","NIPSNAP3B"
"10896","NISCH"
"10897","NIT1"
"10898","NIT2"
"10899","NKAIN1"
"10900","NKAIN2"
"10901","NKAIN3"
"10902","NKAIN4"
"10903","NKAP"
"10904","NKAPD1"
"10905","NKAPL"
"10906","NKD1"
"10907","NKD2"
"10908","NKG7"
"10909","NKIRAS1"
"10910","NKIRAS2"
"10911","NKPD1"
"10912","NKRF"
"10913","NKTR"
"10914","NKX2-1"
"10915","NKX2-2"
"10916","NKX2-3"
"10917","NKX2-4"
"10918","NKX2-5"
"10919","NKX2-8"
"10920","NKX3-1"
"10921","NKX3-2"
"10922","NKX6-1"
"10923","NKX6-2"
"10924","NKX6-3"
"10925","NLE1"
"10926","NLGN1"
"10927","NLGN2"
"10928","NLGN3"
"10929","NLGN4X"
"10930","NLGN4Y"
"10931","NLK"
"10932","NLN"
"10933","NLRC3"
"10934","NLRC4"
"10935","NLRC5"
"10936","NLRP1"
"10937","NLRP10"
"10938","NLRP11"
"10939","NLRP12"
"10940","NLRP13"
"10941","NLRP14"
"10942","NLRP2"
"10943","NLRP3"
"10944","NLRP4"
"10945","NLRP5"
"10946","NLRP6"
"10947","NLRP7"
"10948","NLRP8"
"10949","NLRP9"
"10950","NLRX1"
"10951","NMB"
"10952","NMBR"
"10953","NMD3"
"10954","NME1"
"10955","NME1-NME2"
"10956","NME3"
"10957","NME4"
"10958","NME5"
"10959","NME6"
"10960","NME7"
"10961","NME8"
"10962","NME9"
"10963","NMI"
"10964","NMNAT1"
"10965","NMNAT2"
"10966","NMNAT3"
"10967","NMRAL1"
"10968","NMRK1"
"10969","NMRK2"
"10970","NMS"
"10971","NMT1"
"10972","NMT2"
"10973","NMU"
"10974","NMUR1"
"10975","NMUR2"
"10976","NNAT"
"10977","NNMT"
"10978","NNT"
"10979","NOA1"
"10980","NOB1"
"10981","NOBOX"
"10982","NOC2L"
"10983","NOC3L"
"10984","NOC4L"
"10985","NOCT"
"10986","NOD1"
"10987","NOD2"
"10988","NODAL"
"10989","NOG"
"10990","NOL10"
"10991","NOL11"
"10992","NOL12"
"10993","NOL3"
"10994","NOL4"
"10995","NOL4L"
"10996","NOL6"
"10997","NOL7"
"10998","NOL8"
"10999","NOL9"
"11000","NOLC1"
"11001","NOM1"
"11002","NOMO1"
"11003","NOMO2"
"11004","NOMO3"
"11005","NONO"
"11006","NOP10"
"11007","NOP14"
"11008","NOP16"
"11009","NOP2"
"11010","NOP53"
"11011","NOP56"
"11012","NOP58"
"11013","NOP9"
"11014","NOS1"
"11015","NOS1AP"
"11016","NOS2"
"11017","NOS3"
"11018","NOSIP"
"11019","NOSTRIN"
"11020","NOTCH1"
"11021","NOTCH2"
"11022","NOTCH2NLA"
"11023","NOTCH3"
"11024","NOTCH4"
"11025","NOTUM"
"11026","NOVA1"
"11027","NOVA2"
"11028","NOX1"
"11029","NOX3"
"11030","NOX4"
"11031","NOX5"
"11032","NOXA1"
"11033","NOXO1"
"11034","NOXRED1"
"11035","NPAP1"
"11036","NPAS1"
"11037","NPAS2"
"11038","NPAS3"
"11039","NPAS4"
"11040","NPAT"
"11041","NPB"
"11042","NPBWR1"
"11043","NPBWR2"
"11044","NPC1"
"11045","NPC1L1"
"11046","NPC2"
"11047","NPDC1"
"11048","NPEPL1"
"11049","NPEPPS"
"11050","NPFF"
"11051","NPFFR1"
"11052","NPFFR2"
"11053","NPHP1"
"11054","NPHP3"
"11055","NPHP4"
"11056","NPHS1"
"11057","NPHS2"
"11058","NPIPA1"
"11059","NPIPB15"
"11060","NPIPB3"
"11061","NPIPB7"
"11062","NPL"
"11063","NPLOC4"
"11064","NPM1"
"11065","NPM2"
"11066","NPM3"
"11067","NPNT"
"11068","NPPA"
"11069","NPPB"
"11070","NPPC"
"11071","NPR1"
"11072","NPR2"
"11073","NPR3"
"11074","NPRL2"
"11075","NPRL3"
"11076","NPS"
"11077","NPSR1"
"11078","NPTN"
"11079","NPTX1"
"11080","NPTX2"
"11081","NPTXR"
"11082","NPVF"
"11083","NPW"
"11084","NPY"
"11085","NPY1R"
"11086","NPY2R"
"11087","NPY4R"
"11088","NPY5R"
"11089","NQO1"
"11090","NQO2"
"11091","NR0B1"
"11092","NR0B2"
"11093","NR1D1"
"11094","NR1D2"
"11095","NR1H2"
"11096","NR1H3"
"11097","NR1H4"
"11098","NR1I2"
"11099","NR1I3"
"11100","NR2C1"
"11101","NR2C2"
"11102","NR2C2AP"
"11103","NR2E1"
"11104","NR2E3"
"11105","NR2F1"
"11106","NR2F2"
"11107","NR2F6"
"11108","NR3C1"
"11109","NR3C2"
"11110","NR4A1"
"11111","NR4A2"
"11112","NR4A3"
"11113","NR5A1"
"11114","NR5A2"
"11115","NR6A1"
"11116","NRAP"
"11117","NRARP"
"11118","NRAS"
"11119","NRBF2"
"11120","NRBP1"
"11121","NRBP2"
"11122","NRCAM"
"11123","NRDC"
"11124","NRDE2"
"11125","NREP"
"11126","NRF1"
"11127","NRG1"
"11128","NRG2"
"11129","NRG3"
"11130","NRG4"
"11131","NRGN"
"11132","NRIP1"
"11133","NRIP2"
"11134","NRIP3"
"11135","NRK"
"11136","NRL"
"11137","NRM"
"11138","NRN1"
"11139","NRN1L"
"11140","NRP1"
"11141","NRP2"
"11142","NRROS"
"11143","NRSN1"
"11144","NRSN2"
"11145","NRTN"
"11146","NRXN1"
"11147","NRXN2"
"11148","NRXN3"
"11149","NSA2"
"11150","NSD1"
"11151","NSD2"
"11152","NSD3"
"11153","NSDHL"
"11154","NSF"
"11155","NSFL1C"
"11156","NSG1"
"11157","NSG2"
"11158","NSL1"
"11159","NSMAF"
"11160","NSMCE1"
"11161","NSMCE2"
"11162","NSMCE3"
"11163","NSMCE4A"
"11164","NSMF"
"11165","NSRP1"
"11166","NSUN2"
"11167","NSUN3"
"11168","NSUN4"
"11169","NSUN5"
"11170","NSUN6"
"11171","NSUN7"
"11172","NT5C"
"11173","NT5C1A"
"11174","NT5C1B"
"11175","NT5C2"
"11176","NT5C3A"
"11177","NT5C3B"
"11178","NT5DC1"
"11179","NT5DC2"
"11180","NT5DC3"
"11181","NT5DC4"
"11182","NT5E"
"11183","NT5M"
"11184","NTAN1"
"11185","NTAQ1"
"11186","NTF3"
"11187","NTF4"
"11188","NTHL1"
"11189","NTM"
"11190","NTMT1"
"11191","NTN1"
"11192","NTN3"
"11193","NTN4"
"11194","NTN5"
"11195","NTNG1"
"11196","NTNG2"
"11197","NTPCR"
"11198","NTRK1"
"11199","NTRK2"
"11200","NTRK3"
"11201","NTS"
"11202","NTSR1"
"11203","NTSR2"
"11204","NUAK1"
"11205","NUAK2"
"11206","NUB1"
"11207","NUBP1"
"11208","NUBP2"
"11209","NUBPL"
"11210","NUCB1"
"11211","NUCB2"
"11212","NUCKS1"
"11213","NUDC"
"11214","NUDCD1"
"11215","NUDCD2"
"11216","NUDCD3"
"11217","NUDT1"
"11218","NUDT10"
"11219","NUDT11"
"11220","NUDT12"
"11221","NUDT13"
"11222","NUDT14"
"11223","NUDT15"
"11224","NUDT16"
"11225","NUDT16L1"
"11226","NUDT17"
"11227","NUDT18"
"11228","NUDT19"
"11229","NUDT2"
"11230","NUDT21"
"11231","NUDT22"
"11232","NUDT3"
"11233","NUDT4"
"11234","NUDT5"
"11235","NUDT6"
"11236","NUDT7"
"11237","NUDT8"
"11238","NUDT9"
"11239","NUF2"
"11240","NUFIP1"
"11241","NUFIP2"
"11242","NUGGC"
"11243","NUMA1"
"11244","NUMB"
"11245","NUMBL"
"11246","NUP107"
"11247","NUP133"
"11248","NUP153"
"11249","NUP155"
"11250","NUP160"
"11251","NUP188"
"11252","NUP205"
"11253","NUP210"
"11254","NUP210L"
"11255","NUP214"
"11256","NUP35"
"11257","NUP37"
"11258","NUP42"
"11259","NUP43"
"11260","NUP50"
"11261","NUP54"
"11262","NUP58"
"11263","NUP62"
"11264","NUP62CL"
"11265","NUP85"
"11266","NUP88"
"11267","NUP93"
"11268","NUP98"
"11269","NUPR1"
"11270","NUPR2"
"11271","NUS1"
"11272","NUSAP1"
"11273","NUTF2"
"11274","NUTM1"
"11275","NUTM2A"
"11276","NUTM2D"
"11277","NUTM2F"
"11278","NUTM2G"
"11279","NVL"
"11280","NWD1"
"11281","NWD2"
"11282","NXF1"
"11283","NXF3"
"11284","NXF5"
"11285","NXN"
"11286","NXNL1"
"11287","NXNL2"
"11288","NXPE1"
"11289","NXPE2"
"11290","NXPE3"
"11291","NXPE4"
"11292","NXPH1"
"11293","NXPH2"
"11294","NXPH3"
"11295","NXPH4"
"11296","NXT1"
"11297","NXT2"
"11298","NYAP1"
"11299","NYAP2"
"11300","NYNRIN"
"11301","NYX"
"11302","OAF"
"11303","OARD1"
"11304","OAS1"
"11305","OAS2"
"11306","OAS3"
"11307","OASL"
"11308","OAT"
"11309","OAZ1"
"11310","OAZ2"
"11311","OAZ3"
"11312","OBI1"
"11313","OBP2A"
"11314","OBP2B"
"11315","OBSCN"
"11316","OBSL1"
"11317","OCA2"
"11318","OCEL1"
"11319","OCIAD1"
"11320","OCIAD2"
"11321","OCLN"
"11322","OCLNP1"
"11323","OCM"
"11324","OCM2"
"11325","OCRL"
"11326","ODAM"
"11327","ODAPH"
"11328","ODC1"
"11329","ODF1"
"11330","ODF2"
"11331","ODF2L"
"11332","ODF3"
"11333","ODF3B"
"11334","ODF3L1"
"11335","ODF3L2"
"11336","ODF4"
"11337","ODR4"
"11338","OFCC1"
"11339","OFD1"
"11340","OGA"
"11341","OGDH"
"11342","OGDHL"
"11343","OGFOD1"
