"","x"
"11344","OGFOD2"
"11345","OGFOD3"
"11346","OGFR"
"11347","OGFRL1"
"11348","OGG1"
"11349","OGN"
"11350","OGT"
"11351","OIP5"
"11352","OIT3"
"11353","OLA1"
"11354","OLAH"
"11355","OLFM1"
"11356","OLFM2"
"11357","OLFM3"
"11358","OLFM4"
"11359","OLFML1"
"11360","OLFML2A"
"11361","OLFML2B"
"11362","OLFML3"
"11363","OLIG1"
"11364","OLIG2"
"11365","OLIG3"
"11366","OLR1"
"11367","OMA1"
"11368","OMD"
"11369","OMG"
"11370","OMP"
"11371","ONECUT1"
"11372","ONECUT2"
"11373","ONECUT3"
"11374","OOEP"
"11375","OOSP2"
"11376","OPA1"
"11377","OPA3"
"11378","OPALIN"
"11379","OPCML"
"11380","OPHN1"
"11381","OPLAH"
"11382","OPN1LW"
"11383","OPN1MW"
"11384","OPN1SW"
"11385","OPN3"
"11386","OPN4"
"11387","OPN5"
"11388","OPRD1"
"11389","OPRK1"
"11390","OPRL1"
"11391","OPRM1"
"11392","OPRPN"
"11393","OPTC"
"11394","OPTN"
"11395","OR10A2"
"11396","OR10A3"
"11397","OR10A4"
"11398","OR10A5"
"11399","OR10A6"
"11400","OR10A7"
"11401","OR10AD1"
"11402","OR10AG1"
"11403","OR10C1"
"11404","OR10G2"
"11405","OR10G3"
"11406","OR10G4"
"11407","OR10G7"
"11408","OR10G8"
"11409","OR10G9"
"11410","OR10H1"
"11411","OR10H2"
"11412","OR10H3"
"11413","OR10H4"
"11414","OR10H5"
"11415","OR10J1"
"11416","OR10J3"
"11417","OR10J5"
"11418","OR10K1"
"11419","OR10K2"
"11420","OR10P1"
"11421","OR10Q1"
"11422","OR10R2"
"11423","OR10S1"
"11424","OR10T2"
"11425","OR10V1"
"11426","OR10W1"
"11427","OR10X1"
"11428","OR10Z1"
"11429","OR11A1"
"11430","OR11G2"
"11431","OR11H1"
"11432","OR11H12"
"11433","OR11H4"
"11434","OR11H6"
"11435","OR11L1"
"11436","OR12D2"
"11437","OR12D3"
"11438","OR13A1"
"11439","OR13C2"
"11440","OR13C3"
"11441","OR13C4"
"11442","OR13C5"
"11443","OR13C8"
"11444","OR13C9"
"11445","OR13D1"
"11446","OR13F1"
"11447","OR13G1"
"11448","OR13H1"
"11449","OR13J1"
"11450","OR14A16"
"11451","OR14A2"
"11452","OR14C36"
"11453","OR14I1"
"11454","OR14J1"
"11455","OR14K1"
"11456","OR1A1"
"11457","OR1A2"
"11458","OR1B1"
"11459","OR1C1"
"11460","OR1D2"
"11461","OR1D5"
"11462","OR1E1"
"11463","OR1E2"
"11464","OR1F1"
"11465","OR1G1"
"11466","OR1I1"
"11467","OR1J1"
"11468","OR1J2"
"11469","OR1J4"
"11470","OR1K1"
"11471","OR1L1"
"11472","OR1L3"
"11473","OR1L4"
"11474","OR1L6"
"11475","OR1L8"
"11476","OR1M1"
"11477","OR1N1"
"11478","OR1N2"
"11479","OR1Q1"
"11480","OR1S1"
"11481","OR1S2"
"11482","OR2A1"
"11483","OR2A12"
"11484","OR2A14"
"11485","OR2A2"
"11486","OR2A25"
"11487","OR2A4"
"11488","OR2A42"
"11489","OR2A5"
"11490","OR2A7"
"11491","OR2AE1"
"11492","OR2AG1"
"11493","OR2AG2"
"11494","OR2AJ1"
"11495","OR2AK2"
"11496","OR2AT4"
"11497","OR2B11"
"11498","OR2B2"
"11499","OR2B3"
"11500","OR2B6"
"11501","OR2C1"
"11502","OR2C3"
"11503","OR2D2"
"11504","OR2D3"
"11505","OR2F1"
"11506","OR2F2"
"11507","OR2G2"
"11508","OR2G3"
"11509","OR2G6"
"11510","OR2H1"
"11511","OR2H2"
"11512","OR2J1"
"11513","OR2J2"
"11514","OR2J3"
"11515","OR2K2"
"11516","OR2L13"
"11517","OR2L2"
"11518","OR2L3"
"11519","OR2L5"
"11520","OR2L8"
"11521","OR2M2"
"11522","OR2M3"
"11523","OR2M4"
"11524","OR2M5"
"11525","OR2M7"
"11526","OR2S2"
"11527","OR2T1"
"11528","OR2T10"
"11529","OR2T11"
"11530","OR2T12"
"11531","OR2T2"
"11532","OR2T27"
"11533","OR2T29"
"11534","OR2T3"
"11535","OR2T33"
"11536","OR2T34"
"11537","OR2T35"
"11538","OR2T4"
"11539","OR2T5"
"11540","OR2T6"
"11541","OR2T8"
"11542","OR2U1P"
"11543","OR2V2"
"11544","OR2W1"
"11545","OR2W3"
"11546","OR2W5"
"11547","OR2Y1"
"11548","OR2Z1"
"11549","OR3A1"
"11550","OR3A2"
"11551","OR3A3"
"11552","OR3A4P"
"11553","OR4A15"
"11554","OR4A16"
"11555","OR4A47"
"11556","OR4A5"
"11557","OR4B1"
"11558","OR4C11"
"11559","OR4C12"
"11560","OR4C13"
"11561","OR4C15"
"11562","OR4C16"
"11563","OR4C3"
"11564","OR4C46"
"11565","OR4C4P"
"11566","OR4C6"
"11567","OR4D1"
"11568","OR4D10"
"11569","OR4D11"
"11570","OR4D2"
"11571","OR4D5"
"11572","OR4D6"
"11573","OR4D9"
"11574","OR4E2"
"11575","OR4F15"
"11576","OR4F17"
"11577","OR4F21"
"11578","OR4F4"
"11579","OR4F5"
"11580","OR4F6"
"11581","OR4K1"
"11582","OR4K13"
"11583","OR4K14"
"11584","OR4K15"
"11585","OR4K17"
"11586","OR4K2"
"11587","OR4K5"
"11588","OR4L1"
"11589","OR4M1"
"11590","OR4M2"
"11591","OR4N2"
"11592","OR4N3P"
"11593","OR4N5"
"11594","OR4P4"
"11595","OR4Q3"
"11596","OR4S1"
"11597","OR4S2"
"11598","OR4X1"
"11599","OR4X2"
"11600","OR51A2"
"11601","OR51A4"
"11602","OR51A7"
"11603","OR51B2"
"11604","OR51B4"
"11605","OR51B5"
"11606","OR51B6"
"11607","OR51D1"
"11608","OR51E1"
"11609","OR51E2"
"11610","OR51F1"
"11611","OR51F2"
"11612","OR51G1"
"11613","OR51G2"
"11614","OR51I1"
"11615","OR51I2"
"11616","OR51L1"
"11617","OR51M1"
"11618","OR51Q1"
"11619","OR51S1"
"11620","OR51T1"
"11621","OR51V1"
"11622","OR52A1"
"11623","OR52A4P"
"11624","OR52A5"
"11625","OR52B2"
"11626","OR52B4"
"11627","OR52B6"
"11628","OR52D1"
"11629","OR52E2"
"11630","OR52E4"
"11631","OR52E6"
"11632","OR52E8"
"11633","OR52H1"
"11634","OR52I1"
"11635","OR52I2"
"11636","OR52J3"
"11637","OR52K1"
"11638","OR52K2"
"11639","OR52L1"
"11640","OR52M1"
"11641","OR52N1"
"11642","OR52N2"
"11643","OR52N4"
"11644","OR52N5"
"11645","OR52R1"
"11646","OR52W1"
"11647","OR56A1"
"11648","OR56A3"
"11649","OR56A4"
"11650","OR56A5"
"11651","OR56B1"
"11652","OR56B4"
"11653","OR5A1"
"11654","OR5A2"
"11655","OR5AC2"
"11656","OR5AK2"
"11657","OR5AN1"
"11658","OR5AP2"
"11659","OR5AR1"
"11660","OR5AS1"
"11661","OR5AU1"
"11662","OR5B12"
"11663","OR5B17"
"11664","OR5B2"
"11665","OR5B21"
"11666","OR5B3"
"11667","OR5C1"
"11668","OR5D13"
"11669","OR5D14"
"11670","OR5D16"
"11671","OR5D18"
"11672","OR5F1"
"11673","OR5H1"
"11674","OR5H14"
"11675","OR5H15"
"11676","OR5H2"
"11677","OR5H6"
"11678","OR5I1"
"11679","OR5J2"
"11680","OR5K1"
"11681","OR5K2"
"11682","OR5K3"
"11683","OR5K4"
"11684","OR5L1"
"11685","OR5L2"
"11686","OR5M1"
"11687","OR5M10"
"11688","OR5M11"
"11689","OR5M3"
"11690","OR5M8"
"11691","OR5P2"
"11692","OR5P3"
"11693","OR5R1"
"11694","OR5T1"
"11695","OR5T2"
"11696","OR5T3"
"11697","OR5V1"
"11698","OR5W2"
"11699","OR6A2"
"11700","OR6B1"
"11701","OR6B2"
"11702","OR6B3"
"11703","OR6C1"
"11704","OR6C2"
"11705","OR6C3"
"11706","OR6C4"
"11707","OR6C6"
"11708","OR6C65"
"11709","OR6C68"
"11710","OR6C70"
"11711","OR6C74"
"11712","OR6C75"
"11713","OR6C76"
"11714","OR6F1"
"11715","OR6K2"
"11716","OR6K3"
"11717","OR6K6"
"11718","OR6M1"
"11719","OR6N1"
"11720","OR6N2"
"11721","OR6P1"
"11722","OR6Q1"
"11723","OR6S1"
"11724","OR6T1"
"11725","OR6V1"
"11726","OR6X1"
"11727","OR6Y1"
"11728","OR7A10"
"11729","OR7A17"
"11730","OR7A5"
"11731","OR7C1"
"11732","OR7C2"
"11733","OR7D2"
"11734","OR7D4"
"11735","OR7E24"
"11736","OR7E85P"
"11737","OR7G1"
"11738","OR7G2"
"11739","OR7G3"
"11740","OR8A1"
"11741","OR8B12"
"11742","OR8B2"
"11743","OR8B3"
"11744","OR8B4"
"11745","OR8B8"
"11746","OR8D1"
"11747","OR8D2"
"11748","OR8D4"
"11749","OR8G1"
"11750","OR8G2P"
"11751","OR8G5"
"11752","OR8H1"
"11753","OR8H2"
"11754","OR8H3"
"11755","OR8I2"
"11756","OR8J1"
"11757","OR8J3"
"11758","OR8K1"
"11759","OR8K3"
"11760","OR8K5"
"11761","OR8S1"
"11762","OR8U1"
"11763","OR9A2"
"11764","OR9A4"
"11765","OR9G1"
"11766","OR9G4"
"11767","OR9I1"
"11768","OR9K2"
"11769","OR9Q1"
"11770","OR9Q2"
"11771","ORAI1"
"11772","ORAI2"
"11773","ORAI3"
"11774","ORC1"
"11775","ORC2"
"11776","ORC3"
"11777","ORC4"
"11778","ORC5"
"11779","ORC6"
"11780","ORM1"
"11781","ORM2"
"11782","ORMDL1"
"11783","ORMDL2"
"11784","ORMDL3"
"11785","OS9"
"11786","OSBP"
"11787","OSBP2"
"11788","OSBPL10"
"11789","OSBPL11"
"11790","OSBPL1A"
"11791","OSBPL2"
"11792","OSBPL3"
"11793","OSBPL5"
"11794","OSBPL6"
"11795","OSBPL7"
"11796","OSBPL8"
"11797","OSBPL9"
"11798","OSCAR"
"11799","OSCP1"
"11800","OSER1"
"11801","OSGEP"
"11802","OSGEPL1"
"11803","OSGIN1"
"11804","OSGIN2"
"11805","OSM"
"11806","OSMR"
"11807","OSR1"
"11808","OSR2"
"11809","OST4"
"11810","OSTC"
"11811","OSTCP1"
"11812","OSTF1"
"11813","OSTM1"
"11814","OSTN"
"11815","OTC"
"11816","OTOA"
"11817","OTOF"
"11818","OTOG"
"11819","OTOGL"
"11820","OTOL1"
"11821","OTOP1"
"11822","OTOP2"
"11823","OTOP3"
"11824","OTOR"
"11825","OTOS"
"11826","OTP"
"11827","OTUB1"
"11828","OTUB2"
"11829","OTUD1"
"11830","OTUD3"
"11831","OTUD4"
"11832","OTUD5"
"11833","OTUD6A"
"11834","OTUD6B"
"11835","OTUD7A"
"11836","OTUD7B"
"11837","OTULIN"
"11838","OTULINL"
"11839","OTX1"
"11840","OTX2"
"11841","OVCA2"
"11842","OVCH1"
"11843","OVCH2"
"11844","OVGP1"
"11845","OVOL1"
"11846","OVOL2"
"11847","OXA1L"
"11848","OXCT1"
"11849","OXCT2"
"11850","OXER1"
"11851","OXGR1"
"11852","OXLD1"
"11853","OXNAD1"
"11854","OXR1"
"11855","OXSM"
"11856","OXSR1"
"11857","OXT"
"11858","OXTR"
"11859","P2RX1"
"11860","P2RX2"
"11861","P2RX3"
"11862","P2RX4"
"11863","P2RX5"
"11864","P2RX6"
"11865","P2RX7"
"11866","P2RY1"
"11867","P2RY10"
"11868","P2RY12"
"11869","P2RY13"
"11870","P2RY14"
"11871","P2RY2"
"11872","P2RY4"
"11873","P2RY6"
"11874","P2RY8"
"11875","P3H1"
"11876","P3H2"
"11877","P3H3"
"11878","P3H4"
"11879","P4HA1"
"11880","P4HA2"
"11881","P4HA3"
"11882","P4HB"
"11883","P4HTM"
"11884","PA2G4"
"11885","PAAF1"
"11886","PABPC1"
"11887","PABPC1L"
"11888","PABPC1L2A"
"11889","PABPC3"
"11890","PABPC4"
"11891","PABPC4L"
"11892","PABPC5"
"11893","PABPN1"
"11894","PABPN1L"
"11895","PACC1"
"11896","PACRG"
"11897","PACRGL"
"11898","PACS1"
"11899","PACS2"
"11900","PACSIN1"
"11901","PACSIN2"
"11902","PACSIN3"
"11903","PADI1"
"11904","PADI2"
"11905","PADI3"
"11906","PADI4"
"11907","PADI6"
"11908","PAEP"
"11909","PAF1"
"11910","PAFAH1B1"
"11911","PAFAH1B2"
"11912","PAFAH1B3"
"11913","PAFAH2"
"11914","PAG1"
"11915","PAGE1"
"11916","PAGE2"
"11917","PAGE2B"
"11918","PAGE3"
"11919","PAGE4"
"11920","PAGE5"
"11921","PAGR1"
"11922","PAH"
"11923","PAICS"
"11924","PAIP1"
"11925","PAIP2"
"11926","PAIP2B"
"11927","PAK1"
"11928","PAK1IP1"
"11929","PAK2"
"11930","PAK3"
"11931","PAK4"
"11932","PAK5"
"11933","PAK6"
"11934","PALB2"
"11935","PALD1"
"11936","PALLD"
"11937","PALM"
"11938","PALM2AKAP2"
"11939","PALM3"
"11940","PALMD"
"11941","PAM"
"11942","PAMR1"
"11943","PAN2"
"11944","PAN3"
"11945","PANK1"
"11946","PANK2"
"11947","PANK3"
"11948","PANK4"
"11949","PANX1"
"11950","PANX2"
"11951","PANX3"
"11952","PAOX"
"11953","PAPLN"
"11954","PAPOLA"
"11955","PAPOLB"
"11956","PAPOLG"
"11957","PAPPA"
"11958","PAPPA2"
"11959","PAPSS1"
"11960","PAPSS2"
"11961","PAQR3"
"11962","PAQR4"
"11963","PAQR5"
"11964","PAQR6"
"11965","PAQR7"
"11966","PAQR8"
"11967","PAQR9"
"11968","PARD3"
"11969","PARD3B"
"11970","PARD6A"
"11971","PARD6B"
"11972","PARD6G"
"11973","PARG"
"11974","PARGP1"
"11975","PARK7"
"11976","PARL"
"11977","PARM1"
"11978","PARN"
"11979","PARP1"
"11980","PARP10"
"11981","PARP11"
"11982","PARP12"
"11983","PARP14"
"11984","PARP15"
"11985","PARP16"
"11986","PARP2"
"11987","PARP3"
"11988","PARP4"
"11989","PARP6"
"11990","PARP8"
"11991","PARP9"
"11992","PARPBP"
"11993","PARS2"
"11994","PARVA"
"11995","PARVB"
"11996","PARVG"
"11997","PASD1"
"11998","PASK"
"11999","PATE1"
"12000","PATE2"
"12001","PATE4"
"12002","PATJ"
"12003","PATL1"
"12004","PATL2"
"12005","PATZ1"
"12006","PAWR"
"12007","PAX1"
"12008","PAX2"
"12009","PAX3"
"12010","PAX4"
"12011","PAX5"
"12012","PAX6"
"12013","PAX7"
"12014","PAX8"
"12015","PAX9"
"12016","PAXBP1"
"12017","PAXIP1"
"12018","PAXIP1-AS2"
"12019","PAXX"
"12020","PBDC1"
"12021","PBK"
"12022","PBLD"
"12023","PBOV1"
"12024","PBRM1"
"12025","PBX1"
"12026","PBX2"
"12027","PBX3"
"12028","PBX4"
"12029","PBXIP1"
"12030","PC"
"12031","PCARE"
"12032","PCBD1"
"12033","PCBD2"
"12034","PCBP1"
"12035","PCBP2"
"12036","PCBP3"
"12037","PCBP4"
"12038","PCCA"
"12039","PCCB"
"12040","PCDH1"
"12041","PCDH10"
"12042","PCDH11X"
"12043","PCDH11Y"
"12044","PCDH12"
"12045","PCDH15"
"12046","PCDH17"
"12047","PCDH18"
"12048","PCDH19"
"12049","PCDH7"
"12050","PCDH8"
"12051","PCDH9"
"12052","PCDHA1"
"12053","PCDHA10"
"12054","PCDHA11"
"12055","PCDHA12"
"12056","PCDHA13"
"12057","PCDHA2"
"12058","PCDHA3"
"12059","PCDHA4"
"12060","PCDHA5"
"12061","PCDHA6"
"12062","PCDHA7"
"12063","PCDHA8"
"12064","PCDHA9"
"12065","PCDHAC1"
"12066","PCDHAC2"
"12067","PCDHB1"
"12068","PCDHB10"
"12069","PCDHB11"
"12070","PCDHB12"
"12071","PCDHB13"
"12072","PCDHB14"
"12073","PCDHB15"
"12074","PCDHB16"
"12075","PCDHB2"
"12076","PCDHB3"
"12077","PCDHB4"
"12078","PCDHB5"
"12079","PCDHB6"
"12080","PCDHB7"
"12081","PCDHB8"
"12082","PCDHB9"
"12083","PCDHGA1"
"12084","PCDHGA10"
"12085","PCDHGA11"
"12086","PCDHGA12"
"12087","PCDHGA2"
"12088","PCDHGA3"
"12089","PCDHGA4"
"12090","PCDHGA5"
"12091","PCDHGA6"
"12092","PCDHGA7"
"12093","PCDHGA8"
"12094","PCDHGA9"
"12095","PCDHGB1"
"12096","PCDHGB2"
"12097","PCDHGB3"
"12098","PCDHGB4"
"12099","PCDHGB5"
"12100","PCDHGB6"
"12101","PCDHGB7"
"12102","PCDHGC3"
"12103","PCDHGC4"
"12104","PCDHGC5"
"12105","PCED1A"
"12106","PCED1B"
"12107","PCF11"
"12108","PCGF1"
"12109","PCGF2"
"12110","PCGF3"
"12111","PCGF5"
"12112","PCGF6"
"12113","PCID2"
"12114","PCIF1"
"12115","PCK1"
"12116","PCK2"
"12117","PCLAF"
"12118","PCLO"
"12119","PCM1"
"12120","PCMT1"
"12121","PCMTD1"
"12122","PCMTD2"
"12123","PCNA"
"12124","PCNP"
"12125","PCNT"
"12126","PCNX1"
"12127","PCNX2"
"12128","PCNX3"
"12129","PCNX4"
"12130","PCOLCE"
"12131","PCOLCE2"
"12132","PCP2"
"12133","PCP4"
"12134","PCP4L1"
"12135","PCSK1"
"12136","PCSK1N"
"12137","PCSK2"
"12138","PCSK4"
"12139","PCSK5"
"12140","PCSK6"
"12141","PCSK7"
"12142","PCSK9"
"12143","PCTP"
"12144","PCYOX1"
"12145","PCYOX1L"
"12146","PCYT1A"
"12147","PCYT1B"
"12148","PCYT2"
"12149","PDAP1"
"12150","PDC"
"12151","PDCD1"
"12152","PDCD10"
"12153","PDCD11"
"12154","PDCD1LG2"
"12155","PDCD2"
"12156","PDCD2L"
"12157","PDCD4"
"12158","PDCD5"
"12159","PDCD6"
"12160","PDCD6IP"
"12161","PDCD7"
"12162","PDCL"
"12163","PDCL2"
"12164","PDCL3"
"12165","PDE10A"
"12166","PDE11A"
"12167","PDE12"
"12168","PDE1A"
"12169","PDE1B"
"12170","PDE1C"
"12171","PDE2A"
"12172","PDE3A"
"12173","PDE3B"
"12174","PDE4A"
"12175","PDE4B"
"12176","PDE4C"
"12177","PDE4D"
"12178","PDE4DIP"
"12179","PDE5A"
"12180","PDE6A"
"12181","PDE6B"
"12182","PDE6C"
"12183","PDE6D"
"12184","PDE6G"
"12185","PDE6H"
"12186","PDE7A"
"12187","PDE7B"
"12188","PDE8A"
"12189","PDE8B"
"12190","PDE9A"
"12191","PDF"
"12192","PDGFA"
"12193","PDGFB"
"12194","PDGFC"
"12195","PDGFD"
"12196","PDGFRA"
"12197","PDGFRB"
"12198","PDGFRL"
"12199","PDHA1"
"12200","PDHA2"
"12201","PDHB"
"12202","PDHX"
"12203","PDIA2"
"12204","PDIA3"
"12205","PDIA4"
"12206","PDIA5"
"12207","PDIA6"
"12208","PDIK1L"
"12209","PDILT"
"12210","PDK1"
"12211","PDK2"
"12212","PDK3"
"12213","PDK4"
"12214","PDLIM1"
"12215","PDLIM2"
"12216","PDLIM3"
"12217","PDLIM4"
"12218","PDLIM5"
"12219","PDLIM7"
"12220","PDP1"
"12221","PDP2"
"12222","PDPK1"
"12223","PDPN"
"12224","PDPR"
"12225","PDRG1"
"12226","PDS5A"
"12227","PDS5B"
"12228","PDSS1"
"12229","PDSS2"
"12230","PDX1"
"12231","PDXDC1"
"12232","PDXK"
"12233","PDXP"
"12234","PDYN"
"12235","PDZD11"
"12236","PDZD2"
"12237","PDZD3"
"12238","PDZD4"
"12239","PDZD7"
"12240","PDZD8"
"12241","PDZD9"
"12242","PDZK1"
"12243","PDZK1IP1"
"12244","PDZRN3"
"12245","PDZRN4"
"12246","PEA15"
"12247","PEAK1"
"12248","PEAK3"
"12249","PEAR1"
"12250","PEBP1"
"12251","PEBP4"
"12252","PECAM1"
"12253","PECR"
"12254","PEDS1"
"12255","PEDS1-UBE2V1"
"12256","PEF1"
"12257","PEG10"
"12258","PEG3"
"12259","PELI1"
"12260","PELI2"
"12261","PELI3"
"12262","PELO"
"12263","PELP1"
"12264","PEMT"
"12265","PENK"
"12266","PEPD"
"12267","PER1"
"12268","PER2"
"12269","PER3"
"12270","PERM1"
"12271","PERP"
"12272","PES1"
"12273","PEX1"
"12274","PEX10"
"12275","PEX11A"
"12276","PEX11B"
"12277","PEX11G"
"12278","PEX12"
"12279","PEX13"
"12280","PEX14"
"12281","PEX16"
"12282","PEX19"
"12283","PEX2"
"12284","PEX26"
"12285","PEX3"
"12286","PEX5"
"12287","PEX5L"
"12288","PEX6"
"12289","PEX7"
"12290","PF4"
"12291","PF4V1"
"12292","PFAS"
"12293","PFDN1"
"12294","PFDN2"
"12295","PFDN4"
"12296","PFDN5"
"12297","PFDN6"
"12298","PFKFB1"
"12299","PFKFB2"
"12300","PFKFB3"
"12301","PFKFB4"
"12302","PFKL"
"12303","PFKM"
"12304","PFKP"
"12305","PFN1"
"12306","PFN2"
"12307","PFN3"
"12308","PFN4"
"12309","PGA3"
"12310","PGA5"
"12311","PGAM1"
"12312","PGAM2"
"12313","PGAM4"
"12314","PGAM5"
"12315","PGAP1"
"12316","PGAP2"
"12317","PGAP3"
"12318","PGAP4"
"12319","PGAP6"
"12320","PGBD1"
"12321","PGBD2"
"12322","PGBD4"
"12323","PGBD5"
"12324","PGC"
"12325","PGD"
"12326","PGF"
"12327","PGGHG"
"12328","PGGT1B"
"12329","PGK1"
"12330","PGK2"
"12331","PGLS"
"12332","PGLYRP1"
"12333","PGLYRP2"
"12334","PGLYRP3"
"12335","PGLYRP4"
"12336","PGM1"
"12337","PGM2"
"12338","PGM2L1"
"12339","PGM3"
"12340","PGM5"
"12341","PGP"
"12342","PGPEP1"
"12343","PGPEP1L"
"12344","PGR"
"12345","PGRMC1"
"12346","PGRMC2"
"12347","PGS1"
"12348","PHACTR1"
"12349","PHACTR2"
"12350","PHACTR3"
"12351","PHACTR4"
"12352","PHAX"
"12353","PHB"
"12354","PHB2"
"12355","PHC1"
"12356","PHC2"
"12357","PHC3"
"12358","PHETA1"
"12359","PHETA2"
"12360","PHEX"
"12361","PHF1"
"12362","PHF10"
"12363","PHF11"
"12364","PHF12"
"12365","PHF13"
"12366","PHF14"
"12367","PHF19"
"12368","PHF2"
"12369","PHF20"
"12370","PHF20L1"
"12371","PHF21A"
"12372","PHF21B"
"12373","PHF23"
"12374","PHF24"
"12375","PHF3"
"12376","PHF5A"
"12377","PHF6"
"12378","PHF7"
"12379","PHF8"
"12380","PHGDH"
"12381","PHGR1"
"12382","PHIP"
"12383","PHKA1"
"12384","PHKA2"
"12385","PHKB"
"12386","PHKG1"
"12387","PHKG2"
"12388","PHLDA1"
"12389","PHLDA2"
"12390","PHLDA3"
"12391","PHLDB1"
"12392","PHLDB2"
"12393","PHLDB3"
"12394","PHLPP1"
"12395","PHLPP2"
"12396","PHOSPHO1"
"12397","PHOSPHO2"
"12398","PHOX2A"
"12399","PHOX2B"
"12400","PHPT1"
"12401","PHRF1"
"12402","PHTF1"
"12403","PHTF2"
"12404","PHYH"
"12405","PHYHD1"
"12406","PHYHIP"
"12407","PHYHIPL"
"12408","PHYKPL"
"12409","PI15"
"12410","PI16"
"12411","PI3"
"12412","PI4K2A"
"12413","PI4K2B"
"12414","PI4KA"
"12415","PI4KB"
"12416","PIANP"
"12417","PIAS1"
"12418","PIAS2"
"12419","PIAS3"
"12420","PIAS4"
"12421","PIBF1"
"12422","PICALM"
"12423","PICK1"
"12424","PID1"
"12425","PIDD1"
"12426","PIEZO1"
"12427","PIEZO2"
"12428","PIF1"
"12429","PIFO"
"12430","PIGA"
"12431","PIGB"
"12432","PIGC"
"12433","PIGF"
"12434","PIGG"
"12435","PIGH"
"12436","PIGK"
"12437","PIGL"
"12438","PIGM"
"12439","PIGN"
"12440","PIGO"
"12441","PIGP"
"12442","PIGQ"
"12443","PIGR"
"12444","PIGS"
"12445","PIGT"
"12446","PIGU"
"12447","PIGV"
"12448","PIGW"
"12449","PIGX"
"12450","PIGY"
"12451","PIGZ"
"12452","PIH1D1"
"12453","PIH1D2"
"12454","PIK3AP1"
"12455","PIK3C2A"
"12456","PIK3C2B"
"12457","PIK3C2G"
"12458","PIK3C3"
"12459","PIK3CA"
"12460","PIK3CB"
"12461","PIK3CD"
"12462","PIK3CG"
"12463","PIK3IP1"
"12464","PIK3R1"
"12465","PIK3R2"
"12466","PIK3R3"
"12467","PIK3R4"
"12468","PIK3R5"
"12469","PIK3R6"
"12470","PIKFYVE"
"12471","PILRA"
"12472","PILRB"
"12473","PIM1"
"12474","PIM2"
"12475","PIM3"
"12476","PIMREG"
"12477","PIN1"
"12478","PIN4"
"12479","PINK1"
"12480","PINX1"
"12481","PIP"
"12482","PIP4K2A"
"12483","PIP4K2B"
"12484","PIP4K2C"
"12485","PIP4P1"
"12486","PIP4P2"
"12487","PIP5K1A"
"12488","PIP5K1B"
"12489","PIP5K1C"
"12490","PIP5KL1"
"12491","PIPOX"
"12492","PIPSL"
"12493","PIR"
"12494","PIRT"
"12495","PISD"
"12496","PITHD1"
"12497","PITPNA"
"12498","PITPNB"
"12499","PITPNC1"
"12500","PITPNM1"
"12501","PITPNM2"
"12502","PITPNM3"
"12503","PITRM1"
"12504","PITX1"
"12505","PITX2"
"12506","PITX3"
"12507","PIWIL1"
"12508","PIWIL2"
"12509","PIWIL3"
"12510","PIWIL4"
"12511","PJA1"
"12512","PJA2"
"12513","PJVK"
"12514","PKD1"
"12515","PKD1L1"
"12516","PKD1L2"
"12517","PKD1L3"
"12518","PKD2"
"12519","PKD2L1"
"12520","PKD2L2"
"12521","PKDCC"
"12522","PKDREJ"
"12523","PKHD1"
"12524","PKHD1L1"
"12525","PKIA"
"12526","PKIB"
"12527","PKIG"
"12528","PKLR"
"12529","PKM"
"12530","PKMYT1"
"12531","PKN1"
"12532","PKN2"
"12533","PKN3"
"12534","PKNOX1"
"12535","PKNOX2"
"12536","PKP1"
"12537","PKP2"
"12538","PKP3"
"12539","PKP4"
"12540","PLA1A"
"12541","PLA2G10"
"12542","PLA2G12A"
"12543","PLA2G12B"
"12544","PLA2G15"
"12545","PLA2G1B"
"12546","PLA2G2A"
"12547","PLA2G2C"
"12548","PLA2G2D"
"12549","PLA2G2E"
"12550","PLA2G2F"
"12551","PLA2G3"
"12552","PLA2G4A"
"12553","PLA2G4B"
"12554","PLA2G4C"
"12555","PLA2G4D"
"12556","PLA2G4E"
"12557","PLA2G4F"
"12558","PLA2G5"
"12559","PLA2G6"
"12560","PLA2G7"
"12561","PLA2R1"
"12562","PLAA"
"12563","PLAAT1"
"12564","PLAAT2"
"12565","PLAAT3"
"12566","PLAAT4"
"12567","PLAAT5"
"12568","PLAC1"
"12569","PLAC8"
"12570","PLAC8L1"
"12571","PLAC9"
"12572","PLAG1"
"12573","PLAGL1"
"12574","PLAGL2"
"12575","PLAT"
"12576","PLAU"
"12577","PLAUR"
"12578","PLB1"
"12579","PLBD1"
"12580","PLBD2"
"12581","PLCB1"
"12582","PLCB2"
"12583","PLCB3"
"12584","PLCB4"
"12585","PLCD1"
"12586","PLCD3"
"12587","PLCD4"
"12588","PLCE1"
"12589","PLCG1"
"12590","PLCG2"
"12591","PLCH1"
"12592","PLCH2"
"12593","PLCL1"
"12594","PLCL2"
"12595","PLCXD1"
"12596","PLCXD2"
"12597","PLCXD3"
"12598","PLCZ1"
"12599","PLD1"
"12600","PLD2"
"12601","PLD3"
"12602","PLD4"
"12603","PLD5"
"12604","PLD6"
"12605","PLEC"
"12606","PLEK"
"12607","PLEK2"
"12608","PLEKHA1"
"12609","PLEKHA2"
"12610","PLEKHA3"
"12611","PLEKHA4"
"12612","PLEKHA5"
"12613","PLEKHA6"
